player_id,season,market_value
33873,2015,12000000.0
16810,2015,250000.0
27511,2015,16000000.0
136610,2015,3500000.0
157490,2015,3000000.0
245893,2015,2500000.0
57500,2015,20000000.0
30739,2015,10000000.0
54170,2015,15000000.0
59866,2015,7500000.0
176485,2015,3000000.0
50202,2015,65000000.0
281404,2015,8000000.0
131996,2015,4000000.0
39152,2015,23000000.0
45121,2015,10000000.0
183334,2015,5000000.0
19948,2015,3000000.0
54781,2015,32000000.0
90681,2015,23000000.0
2963,2015,2000000.0
7449,2015,9000000.0
15956,2015,20000000.0
26764,2015,7000000.0
51174,2015,16000000.0
114365,2015,500000.0
13091,2015,20000000.0
35518,2015,33000000.0
134425,2015,45000000.0
225452,2015,5000000.0
81808,2015,23000000.0
295330,2015,5000000.0
73396,2015,8000000.0
220491,2015,500000.0
6710,2015,13000000.0
215118,2015,12000000.0
43003,2015,15000000.0
191217,2015,18000000.0
74869,2015,12000000.0
17396,2015,4000000.0
206225,2015,500000.0
50057,2015,30000000.0
74223,2015,23000000.0
7451,2015,2000000.0
326300,2015,1000000.0
242631,2015,1000000.0
131248,2015,8000000.0
121990,2015,2000000.0
82442,2015,25000000.0
127194,2015,1500000.0
197642,2015,1000000.0
30690,2015,5000000.0
110864,2015,250000.0
93176,2015,18000000.0
167268,2015,4500000.0
12282,2015,19000000.0
134414,2015,1000000.0
14086,2015,10000000.0
188862,2015,500000.0
56818,2015,30000000.0
39679,2015,15000000.0
183293,2015,100000.0
141660,2015,5000000.0
134424,2015,1500000.0
177847,2015,7000000.0
182877,2015,32000000.0
50935,2015,18000000.0
118535,2015,1000000.0
214104,2015,2000000.0
55247,2015,2000000.0
243591,2015,100000.0
47713,2015,18000000.0
24180,2015,10000000.0
177859,2015,4000000.0
3202,2015,2000000.0
35571,2015,1500000.0
145922,2015,7000000.0
262545,2015,250000.0
41414,2015,12000000.0
200782,2015,500000.0
61651,2015,28000000.0
51452,2015,8000000.0
43530,2015,19000000.0
80444,2015,32000000.0
195652,2015,7000000.0
236510,2015,500000.0
50201,2015,27000000.0
134294,2015,12000000.0
236513,2015,100000.0
148368,2015,11000000.0
26276,2015,5000000.0
42710,2015,27000000.0
175722,2015,18000000.0
122675,2015,7000000.0
50174,2015,14000000.0
95424,2015,15000000.0
255916,2015,1500000.0
19368,2015,18000000.0
61834,2015,7500000.0
243589,2015,1500000.0
207929,2015,20000000.0
91845,2015,25000000.0
111630,2015,24000000.0
61842,2015,9000000.0
132098,2015,40000000.0
4267,2015,2000000.0
186590,2015,28000000.0
13520,2015,4500000.0
156934,2015,1000000.0
13507,2015,17000000.0
208244,2015,3000000.0
68390,2015,17000000.0
52432,2015,500000.0
93905,2015,6000000.0
45333,2015,17000000.0
42413,2015,2500000.0
4321,2015,1500000.0
14221,2015,6000000.0
96341,2015,40000000.0
129476,2015,9000000.0
238988,2015,1500000.0
121260,2015,250000.0
4311,2015,1000000.0
13640,2015,250000.0
121280,2015,7500000.0
33829,2015,5000000.0
