,player_id,Season,Date,Left,Joined,MV,Fee
0,108390,18/19,"Aug9,2018",Chelsea,RealMadrid,€65.00m,€35.00m
1,404839,19/20,"Jul21,2020",RealOviedo,RealMadrid,€2.70m,Endofloan
2,404839,19/20,"Jan15,2020",RealMadrid,RealOviedo,€3.00m,loantransfer
3,404839,19/20,"Jan14,2020",RealValladolid,RealMadrid,€3.00m,Endofloan
4,404839,19/20,"Aug13,2019",RealMadrid,RealValladolid,€7.50m,loantransfer
5,404839,18/19,"Jun30,2019",CDLeganés,RealMadrid,€7.50m,Endofloan
6,404839,18/19,"Aug27,2018",RealMadrid,CDLeganés,€8.50m,loantransfer
7,404839,18/19,"Jul1,2018",ZoryaLugansk,RealMadrid,€3.50m,€8.50m
8,404839,17/18,"Jul6,2017",Dnipro,ZoryaLugansk,€700k,?
9,404839,16/17,"Jul1,2016",DniproU19,Dnipro,-,-
10,404839,15/16,"Jul1,2015",MetalistU19,DniproU19,-,?
11,623525,20/21,"Aug27,2020",RealMadridU19,RMCastilla,-,-
12,623525,19/20,"Jul1,2019",RealMadridU18,RealMadridU19,-,-
13,623525,17/18,"Jul1,2018",R.MadridYth.,RealMadridU18,-,-
14,623525,15/16,"Jul1,2015",RealMurciaYou,R.MadridYth.,-,?
15,623526,20/21,"Aug1,2020",RealMadridU19,RMCastilla,-,-
16,623526,19/20,"Jul1,2019",RealMadridU18,RealMadridU19,-,-
17,623526,18/19,"Jul1,2018",RealMadridU17,RealMadridU18,-,-
18,623526,17/18,"Jul1,2017",R.MadridYth.,RealMadridU17,-,-
19,926850,21/22,"Jul1,2021",RealMadridU17,RealMadridU19,-,-
20,926850,20/21,"Jul1,2020",R.MadridYth.,RealMadridU17,-,-
21,401530,19/20,"Jul1,2019",FCPorto,RealMadrid,€50.00m,€50.00m
22,401530,18/19,"Aug7,2018",SãoPaulo,FCPorto,€8.00m,€7.00m
23,401530,16/17,"Jan1,2017",SãoPauloU20,SãoPaulo,-,-
24,401530,15/16,"Jan1,2016",SãoPauloU17,SãoPauloU20,-,-
25,59016,21/22,"Jul1,2021",BayernMunich,RealMadrid,€55.00m,freetransfer
26,251896,20/21,"Jun30,2021",GranadaCF,RealMadrid,€5.00m,Endofloan
27,251896,20/21,"Aug18,2020",RealMadrid,GranadaCF,€6.00m,loantransfer
28,251896,19/20,"Jul20,2020",GranadaCF,RealMadrid,€6.00m,Endofloan
29,251896,19/20,"Jan25,2020",RealMadrid,GranadaCF,€10.00m,loantransfer
30,251896,19/20,"Jan24,2020",Wolves,RealMadrid,€10.00m,Endofloan
31,251896,19/20,"Jul27,2019",RealMadrid,Wolves,€10.00m,loantransfer
32,251896,16/17,"Jun30,2017",E.Frankfurt,RealMadrid,€8.00m,Endofloan
33,251896,16/17,"Jul12,2016",RealMadrid,E.Frankfurt,€3.00m,loantransfer
34,251896,15/16,"Jun30,2016",RealZaragoza,RealMadrid,€3.00m,Endofloan
35,251896,15/16,"Aug1,2015",RealMadrid,RealZaragoza,€2.00m,loantransfer
36,251896,15/16,"Jul31,2015",RealZaragoza,RealMadrid,€2.00m,€5.00m
37,618341,19/20,"Jul1,2019",RealMadridU19,RMCastilla,-,-
38,618341,18/19,"Jul1,2018",EspanyolU19,RealMadridU19,-,?
39,618341,17/18,"Jul1,2017",CFDammYouth,EspanyolU19,-,?
40,662261,21/22,"Jul1,2021",RealMadridU19,RMCastilla,-,-
41,662261,20/21,"Jul1,2020",RealMadridU18,RealMadridU19,-,-
42,662261,19/20,"Jul1,2019",RealMadridU17,RealMadridU18,-,-
43,662261,18/19,"Jul1,2018",R.MadridYth.,RealMadridU17,-,-
44,662261,16/17,"Jul1,2016",SevillaFCYth.,R.MadridYth.,-,?
45,291417,19/20,"Jul1,2019",OlympiqueLyon,RealMadrid,€30.00m,€48.00m
46,291417,17/18,"Jul1,2017",ACLeHavre,OlympiqueLyon,€1.25m,€5.00m
47,291417,15/16,"Jul1,2015",LeHavreB,ACLeHavre,-,-
48,525299,20/21,"Jul1,2020",RealMadridU19,RMCastilla,-,-
49,525299,18/19,"Jul1,2018",RealMadridU18,RealMadridU19,-,-
50,525299,17/18,"Jul1,2017",RealMadridU17,RealMadridU18,-,-
51,525299,16/17,"Jul1,2016",R.MadridYth.,RealMadridU17,-,-
52,221316,15/16,"Jul2,2015",Espanyol,RealMadrid,€5.00m,€1.00m
53,221316,15/16,"Jul1,2015",RMCastilla,Espanyol,€5.00m,€500k
54,280730,21/22,"Jun30,2022",Fiorentina,RealMadrid,€12.00m,Endofloan
55,280730,21/22,"Aug28,2021",RealMadrid,Fiorentina,€10.00m,loantransfer
56,280730,19/20,"Aug24,2020",BayernMunich,RealMadrid,€16.00m,Endofloan
57,280730,19/20,"Jan22,2020",RealMadrid,BayernMunich,€20.00m,loantransfer
58,280730,18/19,"Jul5,2018",RealSociedad,RealMadrid,€25.00m,€32.00m
59,280730,16/17,"Jan9,2017",RealSociedadB,RealSociedad,€300k,-
60,537759,20/21,"Aug28,2020",RealMadridU19,RMCastilla,-,-
61,537759,19/20,"Jul1,2019",RealMadridU18,RealMadridU19,-,-
62,537759,17/18,"Jul1,2017",R.MadridYth.,RealMadridU18,-,-
63,16306,15/16,"Jul2,2015",FCPorto,RealMadrid,€10.00m,€7.50m
64,16306,15/16,"Jul1,2015",RealMadrid,FCPorto,€10.00m,€15.00m
65,495621,19/20,"Jul1,2019",RealMadridU19,RMCastilla,-,-
66,495621,17/18,"Jul1,2017",RealMadridU18,RealMadridU19,-,-
67,495621,16/17,"Jul1,2016",RealMadridU17,RealMadridU18,-,-
68,369081,18/19,"Jul1,2018",RMCastilla,RealMadrid,€6.00m,-
69,369081,17/18,"Jun30,2018",Dep.LaCoruña,RMCastilla,€6.00m,Endofloan
70,369081,17/18,"Jul1,2017",RMCastilla,Dep.LaCoruña,€3.00m,loantransfer
71,369081,16/17,"Jul22,2016",Peñarol,RMCastilla,€450k,€5.00m
72,640428,21/22,"Aug31,2021",Rennes,RealMadrid,€55.00m,€31.00m
73,640428,18/19,"Jan1,2019",RennesB,Rennes,-,-
74,640428,18/19,"Jul1,2018",RennesJugend,RennesB,-,-
75,319745,20/21,"Jun30,2021",Arsenal,RealMadrid,€27.00m,Endofloan
76,319745,19/20,"Jul25,2019",RealMadrid,Arsenal,€30.00m,loantransfer
77,319745,17/18,"Jul14,2017",RealBetis,RealMadrid,€10.00m,€16.50m
78,319745,15/16,"Jul1,2015",BetisB,RealBetis,€2.50m,-
79,371998,18/19,"Jul12,2018",Flamengo,RealMadrid,€35.00m,€45.00m
80,371998,16/17,"May8,2017",FlamengoU20,Flamengo,-,-
81,50202,19/20,"Jul1,2019",Chelsea,RealMadrid,€150.00m,€115.00m
82,412363,19/20,"Jul1,2019",Santos,RealMadrid,€40.00m,€45.00m
83,412363,17/18,"Jul21,2017",SantosFCU20,Santos,-,-
84,296622,15/16,"Jun30,2016",Espanyol,RealMadrid,€8.00m,Endofloan
85,296622,15/16,"Aug20,2015",RealMadrid,Espanyol,€3.50m,loantransfer
86,296622,15/16,"Jul1,2015",RCDMallorca,RealMadrid,€3.50m,€3.90m
87,39381,20/21,"Jun30,2021",Tottenham,RealMadrid,€18.00m,Endofloan
88,39381,20/21,"Sep19,2020",RealMadrid,Tottenham,€28.00m,loantransfer
89,710004,20/21,"Oct1,2020",RealMadridU19,RMCastilla,-,-
90,710004,20/21,"Jul1,2020",RealMadridU18,RealMadridU19,-,-
91,710004,19/20,"Jul1,2019",RealMadridU17,RealMadridU18,-,-
92,710004,18/19,"Jul1,2018",R.MadridYth.,RealMadridU17,-,-
93,257462,20/21,"Jun30,2021",E.Frankfurt,RealMadrid,€20.00m,Endofloan
94,257462,20/21,"Jan14,2021",RealMadrid,E.Frankfurt,€20.00m,Loanfee:€1.00m
95,257462,19/20,"Jul2,2019",E.Frankfurt,RealMadrid,€60.00m,€63.00m
96,257462,19/20,"Jul1,2019",Benfica,E.Frankfurt,€60.00m,€22.34m
97,257462,18/19,"Jun30,2019",E.Frankfurt,Benfica,€60.00m,Endofloan
98,257462,17/18,"Jul1,2017",Benfica,E.Frankfurt,€2.00m,Loanfee:€200k
99,257462,15/16,"Jan31,2016",Apol.Limassol,Benfica,€1.75m,€6.60m
100,257462,15/16,"Jan25,2016",RedStar,Apol.Limassol,€1.75m,€2.00m
101,225020,18/19,"Aug29,2018",OlympiqueLyon,RealMadrid,€22.00m,€21.50m
102,225020,17/18,"Jul1,2017",RealMadrid,OlympiqueLyon,€5.00m,€8.00m
103,225020,16/17,"Jul1,2016",RMCastilla,RealMadrid,-,-
104,623521,20/21,"Jul1,2020",RealMadridU19,RMCastilla,€100k,-
105,623521,19/20,"Jul1,2019",RealMadridU18,RealMadridU19,-,-
106,623521,18/19,"Jul1,2018",RealMadridU17,RealMadridU18,-,-
107,623521,17/18,"Jul1,2017",R.MadridYth.,RealMadridU17,-,-
108,623521,16/17,"Jul1,2016",U.AdarveYth.,R.MadridYth.,-,?
109,283170,21/22,"Jun30,2022",Galatasaray,Barcelona,€4.20m,Endofloan
110,283170,21/22,"Jan31,2022",Barcelona,Galatasaray,€3.00m,loantransfer
111,283170,21/22,"Jan30,2022",BarcelonaB,Barcelona,€3.00m,-
112,283170,18/19,"Jul1,2018",BarçaU19,BarcelonaB,-,-
113,283170,15/16,"Jul1,2015",BarçaU18,BarçaU19,-,-
114,111819,19/20,"Jul1,2019",Valencia,Barcelona,€18.00m,€26.00m
115,111819,17/18,"Jul7,2017",Juventus,Valencia,€6.00m,€7.00m
116,111819,15/16,"Jul3,2015",Fiorentina,Juventus,€9.00m,freetransfer
117,466783,20/21,"Jul1,2020",BarçaU19,BarcelonaB,-,-
118,466783,18/19,"Jul1,2018",BarçaU18,BarçaU19,-,-
119,466783,17/18,"Jul1,2017",BarçaU16,BarçaU18,-,-
120,466783,16/17,"Jul1,2016",BarçaYouth,BarçaU16,-,-
121,344457,18/19,"Jul1,2018",BarçaU19,BarcelonaB,-,-
122,344457,17/18,"Jul1,2017",OFKGrbalj,BarçaU19,€250k,?
123,480267,20/21,"Oct5,2020",BarcelonaB,Barcelona,€10.00m,-
124,480267,18/19,"Aug29,2018",BostonRiver,BarcelonaB,€175k,€4.70m
125,480267,17/18,"Jul28,2017",Rentistas,BostonRiver,€100k,€395k
126,480267,16/17,"Jul1,2016",RentistasU19,Rentistas,-,-
127,466794,21/22,"Jul1,2021",ManCity,Barcelona,€20.00m,freetransfer
128,466794,19/20,"Jul1,2019",ManCityU23,ManCity,-,-
129,466794,18/19,"Jul1,2018",ManCityU18,ManCityU23,-,-
130,466794,17/18,"Jul1,2017",BarçaU16,ManCityU18,-,€1.70m
131,466794,16/17,"Jul1,2016",BarçaYouth,BarçaU16,-,-
132,182904,18/19,"Jul12,2018",SevillaFC,Barcelona,€36.00m,€35.90m
133,182904,16/17,"Jan4,2017",ASNancy,SevillaFC,€2.50m,€5.40m
134,331505,20/21,"Nov1,2020",BarcelonaB,Barcelona,€200k,-
135,331505,18/19,"Jul1,2018",BarçaU19,BarcelonaB,-,-
136,331505,16/17,"Jul1,2016",BarçaU18,BarçaU19,-,-
137,331505,15/16,"Jul1,2015",BarçaU16,BarçaU18,-,-
138,126540,16/17,"Jul14,2016",OlympiqueLyon,Barcelona,€15.00m,€25.00m
139,388542,19/20,"Jun30,2020",UEOlot,BarcelonaB,€200k,Endofloan
140,388542,19/20,"Aug30,2019",BarcelonaB,UEOlot,-,loantransfer
141,388542,19/20,"Jul1,2019",BarçaU19,BarcelonaB,-,-
142,388542,17/18,"Jul1,2017",BarçaU18,BarçaU19,-,-
143,388542,16/17,"Jul1,2016",BarçaU16,BarçaU18,-,-
144,388542,15/16,"Jul1,2015",BarçaYouth,BarçaU16,-,-
145,617060,20/21,"Jul1,2020",BarçaU19,BarcelonaB,-,-
146,617060,19/20,"Jul1,2019",BarçaU18,BarçaU19,-,-
147,617060,18/19,"Jul1,2018",JabacU19,BarçaU18,-,?
148,617060,17/18,"Jul1,2017",CFDammYouth,JabacU19,-,?
149,636688,20/21,"Jan1,2021",BarçaU19,BarcelonaB,€200k,-
150,636688,19/20,"Jul1,2019",BarçaU16,BarçaU19,-,-
151,636688,18/19,"Jul1,2018",BarçaYouth,BarçaU16,-,-
152,476344,21/22,"Aug31,2021",Barcelona,Tottenham,€25.00m,€25.00m
153,476344,21/22,"Jul1,2021",RealBetis,Barcelona,€25.00m,€14.00m
154,476344,18/19,"Feb1,2019",Barcelona,RealBetis,€50k,€6.00m
155,476344,18/19,"Jan31,2019",Atlético-MG,Barcelona,€50k,€12.00m
156,476344,17/18,"Apr14,2018",PontePreta,Atlético-MG,€50k,€1.18m
157,361104,20/21,"Oct1,2020",Ajax,Barcelona,€18.00m,€21.00m
158,361104,19/20,"Sep12,2019",AjaxU21,Ajax,€600k,-
159,361104,18/19,"Jan1,2019",AjaxU19,AjaxU21,-,-
160,361104,17/18,"Jul1,2017",AjaxU17,AjaxU19,-,-
161,361104,16/17,"Jul1,2016",AjaxYouth,AjaxU17,-,-
162,15951,21/22,"Nov12,2021",WithoutClub,Barcelona,€1.00m,-
163,15951,21/22,"Sep16,2021",SãoPaulo,WithoutClub,€2.00m,-
164,15951,19/20,"Aug1,2019",ParisSG,SãoPaulo,€2.50m,freetransfer
165,15951,17/18,"Jul12,2017",Juventus,ParisSG,€6.00m,freetransfer
166,15951,16/17,"Jul1,2016",Barcelona,Juventus,€9.00m,freetransfer
167,331508,21/22,"Aug17,2021",Castellón,BarcelonaB,€350k,freetransfer
168,331508,20/21,"Jun30,2021",Gimnàstic,Castellón,€350k,Endofloan
169,331508,20/21,"Feb1,2021",Castellón,Gimnàstic,€400k,loantransfer
170,331508,20/21,"Aug28,2020",BarcelonaB,Castellón,€200k,freetransfer
171,331508,18/19,"Jul1,2018",BarçaU19,BarcelonaB,-,-
172,331508,16/17,"Jul1,2016",BarçaU18,BarçaU19,-,-
173,331508,15/16,"Jul1,2015",BarçaU16,BarçaU18,-,-
174,388548,18/19,"Jul1,2019",BarçaU19,BarcelonaB,€300k,-
175,388548,17/18,"Jul1,2017",BarçaU18,BarçaU19,-,-
176,388548,16/17,"Jul1,2016",BarçaU16,BarçaU18,-,-
177,388548,15/16,"Jul1,2015",BarçaYouth,BarçaU16,-,-
178,466806,20/21,"Jul1,2020",BarçaU19,BarcelonaB,-,-
179,466806,18/19,"Jul1,2018",BarçaU18,BarçaU19,-,-
180,466806,17/18,"Jul1,2017",BarçaU16,BarçaU18,-,-
181,466806,16/17,"Jul1,2016",BarçaYouth,BarçaU16,-,-
182,466806,15/16,"Jul1,2015",ZaragozaYouth,BarçaYouth,-,€1.00m
183,683840,19/20,"Jul31,2020",UDLasPalmas,Barcelona,€7.20m,Endofloan
184,683840,19/20,"Sep3,2019",Barcelona,UDLasPalmas,-,loantransfer
185,683840,19/20,"Sep2,2019",UDLasPalmas,Barcelona,-,€17.50m
186,683840,19/20,"Jul1,2019",LasPalmasU19,UDLasPalmas,-,-
187,683840,18/19,"May20,2018",J.LagunaYth.,LasPalmasU19,-,?
188,326330,19/20,"Jul1,2019",Ajax,Barcelona,€85.00m,€86.00m
189,326330,16/17,"Jul1,2016",AjaxU21,Ajax,€600k,-
190,326330,15/16,"Dec31,2015",WillemII,AjaxU21,€400k,Endofloan
191,326330,15/16,"Aug23,2015",AjaxU21,WillemII,€250k,loantransfer
192,326330,15/16,"Aug22,2015",WillemII,AjaxU21,€250k,€1
193,646740,21/22,"Jul1,2021",BarçaU19,Barcelona,-,-
194,646740,20/21,"Jul1,2020",BarçaU16,BarçaU19,-,-
195,646740,19/20,"Jul1,2019",BarçaYouth,BarçaU16,-,-
196,646740,15/16,"Jul1,2015",RealBetisYth.,BarçaYouth,-,€10k
197,466805,21/22,"Jul1,2021",BarcelonaB,Barcelona,€500k,-
198,466805,20/21,"Jul1,2020",BarçaU19,BarcelonaB,-,-
199,466805,18/19,"Jul1,2018",BarçaU16,BarçaU19,-,-
200,466805,16/17,"Jul1,2016",BarçaYouth,BarçaU16,-,-
201,44162,21/22,"Jun30,2022",Besiktas,Barcelona,€9.50m,Endofloan
202,44162,21/22,"Sep2,2021",Barcelona,Besiktas,€20.00m,loantransfer
203,44162,20/21,"Sep1,2020",Juventus,Barcelona,€45.00m,€60.00m
204,44162,15/16,"Jun13,2016",ASRoma,Juventus,€35.00m,€32.00m
205,331511,20/21,"Jul1,2020",BarcelonaB,Barcelona,€9.00m,-
206,331511,18/19,"Jul1,2018",BarçaU19,BarcelonaB,-,-
207,331511,17/18,"Jul1,2017",BarçaU18,BarçaU19,-,-
208,331511,15/16,"Jul1,2015",BarçaU16,BarçaU18,-,-
209,388555,19/20,"Jul27,2020",FCCartagena,BarcelonaB,€300k,Endofloan
210,388555,19/20,"Aug14,2019",BarcelonaB,FCCartagena,-,loantransfer
211,388555,19/20,"Jul1,2019",BarçaU19,BarcelonaB,-,-
212,388555,18/19,"Jul1,2018",BarçaU18,BarçaU19,-,-
213,388555,16/17,"Jul1,2016",BarçaU16,BarçaU18,-,-
214,388555,15/16,"Jul1,2015",BarçaYouth,BarçaU16,-,-
215,466810,20/21,"Sep23,2020",BarcelonaB,Barcelona,€50.00m,-
216,466810,19/20,"Dec4,2019",BarçaU19,BarcelonaB,€25.00m,-
217,466810,18/19,"Jul1,2018",BarçaU18,BarçaU19,-,-
218,466810,17/18,"Jul1,2017",BarçaU16,BarçaU18,-,-
219,466810,16/17,"Jul1,2016",BarçaYouth,BarçaU16,-,-
220,398184,21/22,"Jan1,2022",ManCity,Barcelona,€45.00m,€55.00m
221,398184,20/21,"Aug4,2020",Valencia,ManCity,€45.00m,€33.50m
222,398184,17/18,"Jan1,2018",ValenciaB,Valencia,€1.00m,-
223,398184,17/18,"Jul1,2017",ValenciaU19,ValenciaB,-,-
224,398184,16/17,"Jul1,2016",ValenciaCFYou,ValenciaU19,-,-
225,80444,21/22,"Jun30,2022",AstonVilla,Barcelona,€20.00m,Endofloan
226,80444,21/22,"Jan7,2022",Barcelona,AstonVilla,€18.00m,loantransfer
227,80444,19/20,"Aug31,2020",BayernMunich,Barcelona,€56.00m,Endofloan
228,80444,19/20,"Aug19,2019",Barcelona,BayernMunich,€90.00m,Loanfee:€8.50m
229,80444,17/18,"Jan8,2018",Liverpool,Barcelona,€90.00m,€135.00m
230,724520,21/22,"Aug31,2021",HérculesCF,BarcelonaB,€100k,€2.00m
231,724520,19/20,"Nov11,2019",HérculesCFB,HérculesCF,-,-
232,724520,18/19,"Nov1,2018",HérculesU19,HérculesCFB,-,-
233,724520,17/18,"Jul1,2017",HérculesAlican,HérculesU19,-,-
234,724520,16/17,"Jul1,2016",ElcheCFYouth,HérculesAlican,-,?
235,913539,21/22,"Jul22,2021",Fund.ReusU19,BarçaU19,-,freetransfer
236,913539,19/20,"Jul1,2019",EspanyolYouth,ReusD.U19,-,freetransfer
237,288230,17/18,"Aug25,2017",Bor.Dortmund,Barcelona,€33.00m,€140.00m
238,288230,16/17,"Jul1,2016",Rennes,Bor.Dortmund,€12.00m,€35.00m
239,288230,15/16,"Oct1,2015",RennesB,Rennes,-,-
240,204103,21/22,"Jun30,2022",Barcelona,Wolves,€20.00m,Endofloan
241,204103,21/22,"Jan29,2022",Wolves,Barcelona,€28.00m,loantransfer
242,204103,18/19,"Aug8,2018",Middlesbrough,Wolves,€8.00m,€20.00m
243,204103,16/17,"Aug31,2016",AstonVilla,Middlesbrough,€8.00m,€8.25m
244,204103,15/16,"Aug14,2015",BarcelonaB,AstonVilla,€5.00m,€10.00m
245,548031,21/22,"Jan13,2022",Barcelona,RapidVienna,€10.00m,Endofloan
246,548031,21/22,"Jul9,2021",RapidVienna,Barcelona,€8.00m,Loanfee:€500k
247,548031,19/20,"Jul1,2019",AKARapidU18,RapidVienna,-,-
248,548031,18/19,"Jul1,2018",AKARapidU16,AKARapidU18,-,-
249,548031,17/18,"Jan1,2018",AKARapidU15,AKARapidU16,-,-
250,548031,16/17,"Jul1,2016",RapidYouth,AKARapidU15,-,-
251,709969,20/21,"Jul1,2020",BarçaU16,BarçaU19,-,-
252,709969,19/20,"Jul1,2019",BarçaYouth,BarçaU16,-,-
253,125781,21/22,"Aug31,2021",Barcelona,AtléticoMadrid,€60.00m,Loanfee:€10.00m
254,125781,19/20,"Jul14,2019",AtléticoMadrid,Barcelona,€130.00m,€120.00m
255,167850,21/22,"Jul1,2021",OlympiqueLyon,Barcelona,€45.00m,freetransfer
256,167850,16/17,"Jan20,2017",ManUtd,OlympiqueLyon,€25.00m,€16.00m
257,167850,15/16,"Jul1,2015",PSVEindhoven,ManUtd,€28.00m,€34.00m
258,58864,21/22,"Jan31,2022",Arsenal,Barcelona,€15.00m,freetransfer
259,58864,17/18,"Jan31,2018",Bor.Dortmund,Arsenal,€65.00m,€63.75m
260,95732,19/20,"Feb20,2020",CDLeganés,Barcelona,€10.00m,€18.00m
261,95732,19/20,"Jul25,2019",Middlesbrough,CDLeganés,€8.00m,€5.00m
262,95732,18/19,"Jun30,2019",CDLeganés,Middlesbrough,€8.00m,Endofloan
263,95732,18/19,"Jan3,2019",Middlesbrough,CDLeganés,€8.00m,loantransfer
264,95732,17/18,"Jun30,2018",G.Bordeaux,Middlesbrough,€8.00m,Endofloan
265,95732,17/18,"Jan31,2018",Middlesbrough,G.Bordeaux,€7.50m,loantransfer
266,95732,17/18,"Jul13,2017",Toulouse,Middlesbrough,€7.50m,€11.30m
267,72522,21/22,"Jun30,2022",Barcelona,SevillaFC,€4.00m,Endofloan
268,72522,21/22,"Aug31,2021",SevillaFC,Barcelona,€10.00m,loantransfer
269,72522,19/20,"Jul1,2019",PSVEindhoven,SevillaFC,€12.00m,€12.50m
270,599231,21/22,"Jul1,2021",RCDEspanyolB,BarcelonaB,€150k,freetransfer
271,599231,18/19,"Jun30,2019",SantAndreu,RCDEspanyolB,-,Endofloan
272,599231,18/19,"Jul20,2018",RCDEspanyolB,SantAndreu,-,loantransfer
273,599231,18/19,"Jul1,2018",EspanyolU19,RCDEspanyolB,-,-
274,599231,17/18,"Jun30,2018",ValenciaU19,EspanyolU19,-,Endofloan
275,599231,17/18,"Feb14,2018",EspanyolU19,ValenciaU19,-,loantransfer
276,599231,17/18,"Jan31,2018",St.AndreuU19,EspanyolU19,-,Endofloan
277,599231,17/18,"Aug1,2017",EspanyolU19,St.AndreuU19,-,loantransfer
278,599231,16/17,"Jun30,2017",BellvitgeU19,EspanyolU19,-,Endofloan
279,599231,16/17,"Jul1,2016",EspanyolU18,BellvitgeU19,-,loantransfer
280,599231,15/16,"Jun30,2016",VicRiuprimer,EspanyolU18,-,Endofloan
281,599231,15/16,"Jul1,2015",EspanyolYouth,VicRiuprimer,-,loantransfer
282,308278,21/22,"Jun30,2022",SpeziaCalcio,Barcelona,€1.50m,Endofloan
283,308278,21/22,"Aug31,2021",Barcelona,SpeziaCalcio,€700k,Loanfee:€510k
284,308278,21/22,"Jul1,2021",BarcelonaB,Barcelona,€700k,-
285,308278,19/20,"Jan20,2020",Albacete,BarcelonaB,€900k,€2.00m
286,308278,19/20,"Jul1,2019",Inter,Albacete,€1.50m,€2.00m
287,308278,18/19,"Jun30,2019",Albacete,Inter,€1.50m,Endofloan
288,308278,18/19,"Jul1,2018",Inter,Albacete,€600k,loantransfer
289,308278,17/18,"Jun30,2018",GranadaCF,Inter,€600k,Endofloan
290,308278,17/18,"Aug30,2017",Inter,GranadaCF,€900k,loantransfer
291,308278,16/17,"Jun30,2017",ACPisa,Inter,€900k,Endofloan
292,308278,16/17,"Jan18,2017",Inter,ACPisa,€1.00m,loantransfer
293,308278,16/17,"Jan17,2017",Pescara,Inter,€1.00m,Endofloan
294,308278,16/17,"Jul11,2016",Inter,Pescara,€800k,Loanfee:€500k
295,308278,16/17,"Jul1,2016",Cremonese,Inter,€800k,€500k
296,308278,15/16,"Jun30,2016",Inter,Cremonese,€800k,Endofloan
297,308278,15/16,"Jul21,2015",Cremonese,Inter,€175k,loantransfer
298,26399,21/22,"Dec15,2021",Barcelona,Retired,€15.00m,-
299,26399,21/22,"Jul1,2021",ManCity,Barcelona,€18.00m,freetransfer
300,127181,21/22,"Jun30,2022",AtléticoMadrid,Monaco,€5.00m,Endofloan
301,127181,21/22,"Aug19,2021",Monaco,AtléticoMadrid,€10.00m,loantransfer
302,127181,19/20,"Jul15,2019",Montpellier,Monaco,€17.00m,€13.50m
303,127181,17/18,"Jul1,2017",FCLorient,Montpellier,€2.50m,€2.50m
304,226073,21/22,"Jun30,2022",LOSCLille,AtléticoMadrid,€3.50m,Endofloan
305,226073,21/22,"Aug19,2021",AtléticoMadrid,LOSCLille,€3.50m,loantransfer
306,226073,20/21,"Aug20,2020",NKLokomotiva,AtléticoMadrid,€2.00m,€3.50m
307,226073,18/19,"Jul13,2018",HajdukSplit,NKLokomotiva,€150k,freetransfer
308,461613,19/20,"Jul27,2020",Alzira,Atl.MadridB,€50k,Endofloan
309,461613,19/20,"Jan30,2020",Atl.MadridB,Alzira,€50k,loantransfer
310,461613,19/20,"Jul1,2019",Atl.MadridU19,Atl.MadridB,-,-
311,461613,18/19,"Jul1,2018",Atl.MadleñoU18,Atl.MadridU19,-,-
312,461613,17/18,"Jul1,2017",Atl.MadridU17,Atl.MadleñoU18,-,-
313,618801,20/21,"Jul1,2020",Atl.MadleñoU18,Atl.MadridU19,-,-
314,618801,19/20,"Jul1,2019",AtlétiYouth,Atl.MadleñoU18,-,-
315,930415,21/22,"Jul1,2021",Atl.MadridU17,Atl.MadridB,-,-
316,930415,20/21,"Jul1,2020",Atl.MadridU17,Atl.MadleñoU18,-,-
317,930415,19/20,"Jul1,2019",UDAlmeríaYout,Atl.MadridU17,-,?
318,281769,19/20,"Jul18,2019",Espanyol,AtléticoMadrid,€25.00m,€25.00m
319,281769,17/18,"Jul12,2017",RMCastilla,Espanyol,€400k,€12.50m
320,281769,15/16,"Jun30,2016",RealValladolid,RMCastilla,€500k,Endofloan
321,281769,15/16,"Jul16,2015",RMCastilla,RealValladolid,€200k,loantransfer
322,281769,15/16,"Jul1,2015",RealMadridC,RMCastilla,€200k,-
323,107010,15/16,"Jul20,2015",Fiorentina,AtléticoMadrid,€15.00m,€12.00m
324,491693,21/22,"Jun30,2022",UdineseCalcio,AtléticoMadrid,€6.00m,Endofloan
325,491693,21/22,"Aug28,2021",AtléticoMadrid,UdineseCalcio,€4.00m,loantransfer
326,491693,20/21,"Jun30,2021",GranadaCF,AtléticoMadrid,€4.00m,Endofloan
327,491693,20/21,"Oct5,2020",AtléticoMadrid,GranadaCF,€7.50m,loantransfer
328,491693,19/20,"Jul31,2020",Famalicão,AtléticoMadrid,€6.70m,Endofloan
329,491693,19/20,"Jul10,2019",AtléticoMadrid,Famalicão,€2.50m,loantransfer
330,491693,18/19,"Jan31,2019",ArgentinosJrs.,AtléticoMadrid,€500k,Endofloan
331,491693,18/19,"Jul4,2018",AtléticoMadrid,ArgentinosJrs.,-,loantransfer
332,491693,18/19,"Jul3,2018",ArgentinosU20,AtléticoMadrid,-,€2.00m
333,156501,19/20,"Jul1,2019",FCPorto,AtléticoMadrid,€20.00m,€20.00m
334,156501,16/17,"Jul1,2016",Corinthians,FCPorto,€6.00m,€8.20m
335,156501,15/16,"Jan15,2016",Coimbra,Corinthians,€5.00m,€3.25m
336,156501,15/16,"Jan14,2016",Corinthians,Coimbra,€5.00m,Endofloan
337,534376,20/21,"Jul1,2020",Atl.MadridU19,Atl.MadridB,-,-
338,534376,18/19,"Jul1,2018",Atl.MadridU17,Atl.MadridU19,-,-
339,534376,17/18,"Jul1,2017",AtlétiYouth,Atl.MadridU17,-,-
340,534376,16/17,"Jul1,2016",LasPalmasYth.,AtlétiYouth,-,?
